Portuguese Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
compassivo,0,0,0,0,0,0,1,0,0,0
compatibilidade,0,0,0,0,0,0,1,0,0,0
compatível,0,0,0,0,0,0,1,0,0,0
obrigar,0,0,0,0,0,0,0,0,0,0
compelido,0,0,0,0,0,0,0,0,0,0
atraente,0,0,0,0,0,0,1,0,0,0
compêndio,0,0,0,0,0,0,0,0,0,0
compensar,0,1,0,0,1,0,1,0,1,1
compensação,0,0,0,0,0,0,0,0,0,0
compensatório,0,0,0,0,0,0,1,0,0,0
competência,0,0,0,0,0,0,1,0,0,1
competência,0,0,0,0,0,0,1,0,0,1
competente,0,0,0,0,0,0,1,0,0,1
concorrência,0,1,0,0,0,1,0,0,0,0
competitivo,0,0,0,0,0,0,0,0,0,0
concorrente,0,0,0,0,0,0,0,0,0,0
compilação,0,0,0,0,0,0,0,0,0,0
compilar,0,0,0,0,0,0,0,0,0,0
complacência,0,0,0,0,0,0,1,0,0,0
complacente,0,0,0,0,0,0,0,0,0,0
reclamar,1,0,0,0,0,1,0,1,0,0
reclamação,1,0,0,0,0,1,0,0,0,0
complemento,0,1,0,0,1,0,1,0,1,1
complementar,0,0,0,0,0,0,1,0,0,0
concluído,0,0,0,0,0,0,0,0,0,0
completamente,0,0,0,0,0,0,1,0,0,0
completude,0,0,0,0,0,0,1,0,0,0
completando,0,1,0,0,1,0,1,0,0,0
conclusão,0,1,0,0,1,0,1,0,0,0
complexo,0,0,0,0,0,0,0,0,0,0
complexo,0,0,0,0,0,1,0,0,0,0
tez,0,0,0,0,0,0,0,0,0,0
complexidade,0,0,0,0,0,1,0,0,0,0
observância,0,0,0,0,0,0,1,0,0,1
compatível,0,0,0,0,0,0,1,0,0,0
complicar,1,0,0,0,0,1,0,0,0,0
complicado,0,0,0,0,0,1,0,0,0,0
complicação,0,0,0,0,0,1,0,0,0,0
cumplicidade,0,0,0,0,0,1,1,0,0,0
elogio,0,1,0,0,1,0,1,0,1,1
cumprir,0,0,0,0,0,0,0,0,0,0
cumprindo,0,0,0,0,0,0,0,0,0,0
composição,0,0,0,0,0,0,0,0,0,0
componente,0,0,0,0,0,0,0,0,0,0
compor,0,0,0,0,0,0,0,0,0,0
composto,0,0,0,0,0,0,1,0,0,0
compositor,0,0,0,0,0,0,1,0,0,0
composto,0,0,0,0,0,0,0,0,0,0
composição,0,0,0,0,0,0,0,0,0,0
composto,0,0,1,0,0,1,0,0,0,0
compostura,0,0,0,0,0,0,1,0,0,0
composto,0,0,0,0,0,0,0,0,0,0
compreender,0,0,0,0,0,0,1,0,0,0
compreensão,0,0,0,0,0,0,0,0,0,0
compreensivo,0,0,0,0,0,0,1,0,0,0
comprimir,1,0,0,0,0,0,0,0,0,0
comprimido,0,0,0,0,0,0,0,0,0,0
compressível,0,0,0,0,0,0,0,0,0,0
compressão,0,0,0,0,0,0,0,0,0,0
compreende,0,0,0,0,0,0,0,0,0,0
compromisso,0,0,0,0,0,0,0,0,0,0
controlador,0,0,0,0,0,0,0,0,0,1
compulsão,1,0,0,0,0,1,0,0,0,0
obrigatório,0,0,0,0,0,1,0,0,0,0
computável,0,0,0,0,0,0,0,0,0,0
computação,0,0,0,0,0,0,0,0,0,0
calcular,0,0,0,0,0,0,0,0,0,0
computador,0,0,0,0,0,0,0,0,0,0
camarada,0,0,0,0,0,0,1,0,0,1
vigarista,0,0,0,0,0,0,0,0,0,0
concatenação,0,0,0,0,0,0,0,0,0,0
côncavo,0,0,0,0,0,0,0,0,0,0
esconder,0,0,0,0,0,1,0,1,0,0
escondido,0,1,0,1,0,1,0,0,1,0
ocultação,1,1,0,1,0,1,0,0,0,0
presunção,0,0,0,0,0,1,0,0,0,0
pretensioso,0,0,0,0,0,1,0,0,0,0
concebível,0,0,0,0,0,0,0,0,0,0
concentrado,0,0,0,0,0,0,0,0,0,0
concentração,0,0,0,0,0,0,0,0,0,0
concêntrico,0,0,0,0,0,0,1,0,0,0
concepção,0,0,0,0,0,0,0,0,0,0
interesse,0,0,0,0,0,0,0,0,0,0
preocupado,0,0,0,1,0,0,0,1,0,0
show,0,0,0,0,0,0,0,0,0,0
concessão,0,0,0,0,0,0,0,0,0,0
concessional,0,0,0,0,0,0,0,0,0,0
porteiro,0,0,0,0,0,0,0,0,0,0
conciliação,0,0,0,0,1,0,1,0,0,1
conciso,0,0,0,0,0,0,0,0,0,0
conclave,0,0,0,0,0,0,0,0,0,0
concluir,0,0,0,0,0,0,0,0,0,0
concluindo,0,0,0,0,0,0,1,0,0,0
conclusão,0,0,0,0,0,0,0,0,0,0
mistura,0,0,0,0,0,0,0,0,0,0
concomitante,0,0,0,0,0,0,0,0,0,0
concórdia,0,0,0,0,0,0,1,0,0,1
concordância,0,0,0,0,0,0,1,0,0,1
concorre,0,0,0,0,0,0,0,0,0,0
concurso,0,0,0,0,0,0,0,0,0,0
concreto,0,0,0,0,0,0,0,0,0,0
simultaneidade,0,0,0,0,0,0,0,0,0,0
concorrente,0,0,0,0,0,0,0,0,0,0
concordando,0,0,0,0,0,0,0,0,0,0
concussão,1,0,0,0,0,1,0,1,0,0
condenar,1,0,0,0,0,1,0,0,0,0
condenação,1,1,1,1,0,1,0,1,0,0
condensação,0,0,0,0,0,0,0,0,0,0
condensado,0,0,0,0,0,0,0,0,0,0
condescendente,0,0,0,0,0,1,0,0,0,0
condescendência,1,0,1,0,0,1,0,1,0,0
condimento,0,0,0,0,0,0,0,0,0,0
doença,0,0,0,0,0,0,0,0,0,0
condicional,0,0,0,0,0,0,0,0,0,0
condicionalmente,0,0,0,0,0,0,0,0,0,0
condicionado,0,0,0,0,0,0,0,0,0,0
condições,0,0,0,0,0,0,0,0,0,0
pêsames,0,0,0,0,0,0,1,1,0,0
perdoar,0,0,0,0,0,0,1,0,0,0
propício,0,0,0,0,0,0,1,0,0,0
conduta,0,0,0,0,0,0,0,0,0,0
condução,0,0,0,0,0,0,0,0,0,0
condutividade,0,0,0,0,0,0,1,0,0,0
condutor,0,0,0,0,0,0,0,0,0,0
canal,0,0,0,0,0,0,0,0,0,0
cone,0,0,0,0,0,0,0,0,0,0
confederado,0,0,0,0,0,0,1,0,0,1
confederação,0,0,0,0,0,0,0,0,0,0
conferir,0,0,0,0,0,0,0,0,0,0
conferência,0,0,0,0,0,0,0,0,0,0
confessar,0,0,0,0,0,1,1,0,0,1
confissão,0,1,0,1,0,1,0,1,1,0
confessional,0,0,0,1,0,0,0,0,0,1
confissões,0,0,0,0,0,0,0,0,0,0
confiar,0,0,0,0,0,0,0,0,0,1
confiança,0,0,0,1,1,0,1,0,0,1
confiante,0,0,0,0,1,0,1,0,0,1
confidencial,0,0,0,0,0,0,0,0,0,1
confidencialmente,0,0,0,0,0,0,0,0,0,1
configuração,0,0,0,0,0,0,0,0,0,0
limitar,1,0,0,1,0,1,0,1,0,0
confinado,1,0,1,1,0,1,0,1,0,0
confinamento,1,0,0,1,0,1,0,1,0,0
confins,0,0,0,0,0,0,0,0,0,0
confirme,0,0,0,0,0,0,0,0,0,0
confirmação,0,0,0,0,0,0,0,0,0,1
confirmatório,0,0,0,0,0,0,0,0,0,0
confirmado,0,0,0,0,0,0,1,0,0,1
confiscar,1,0,0,0,0,1,0,1,0,0
confisco,0,0,0,0,0,1,0,0,0,0
conflagração,1,0,0,1,0,1,0,0,0,0
conflito,1,0,0,1,0,1,0,1,0,0
conflitante,0,0,0,0,0,1,0,0,0,0
confluência,0,0,0,0,0,0,0,0,0,0
conformidade,0,0,0,0,0,0,1,0,0,0
conformação,0,0,0,0,0,0,0,0,0,0
conformidade,0,0,0,0,0,0,0,0,0,1
confundir,0,0,0,0,0,1,0,0,0,0
confuso,0,0,0,0,0,1,0,0,0,0
enfrentar,1,0,0,0,0,0,0,0,0,0
confundir,0,0,0,0,0,1,0,0,0,0
confusão,1,0,0,1,0,1,0,0,0,0
agradável,0,0,0,0,0,0,1,0,0,0
congênito,0,0,0,0,0,0,0,0,0,0
congestionamento,0,0,0,0,0,1,0,0,0,0
conglomerado,0,0,0,0,0,0,0,0,0,1
conglomeração,0,0,0,0,0,0,0,0,0,0
congratulatório,0,0,0,0,1,0,1,0,0,0
congregar,0,0,0,0,0,0,0,0,0,0
congregação,0,0,0,0,0,0,1,0,0,1
Congresso,0,0,1,0,0,0,0,0,0,1
congressista,0,0,0,0,0,0,0,0,0,0
Congressista,0,0,0,0,0,0,0,0,0,1
congruência,0,0,0,0,0,0,1,0,0,1
cônico,0,0,0,0,0,0,0,0,0,0
cônico,0,0,0,0,0,0,0,0,0,0
conjetura,0,1,0,0,0,0,0,0,0,0
conjugal,0,0,0,0,0,0,0,0,0,0
conjugado,0,0,0,0,0,0,0,0,0,0
conjugação,0,0,0,0,0,0,0,0,0,0
conjunção,0,0,0,0,0,0,0,0,0,0
conjuntivo,0,0,0,0,0,0,0,0,0,0
conjurar,0,1,0,0,0,0,0,0,1,0
conjurar,0,0,0,0,0,1,0,0,0,0
conectar,0,0,0,0,0,0,0,0,0,0
conectado,0,0,0,0,0,0,0,0,0,0
conexão,0,0,0,0,0,0,0,0,0,0
conectivo,0,0,0,0,0,0,0,0,0,1
conhecedor,0,0,0,0,1,0,1,0,0,1
conquistar,0,0,0,0,0,0,0,0,0,0
conquistador,0,0,0,0,0,0,0,0,0,0
conquista,1,0,0,1,0,1,0,0,0,0
consciência,0,0,0,0,0,0,1,0,0,1
consciencioso,0,0,0,0,0,0,1,0,0,1
consciência,0,0,0,0,0,0,1,0,0,0
recrutamento,0,0,0,0,0,0,0,0,0,0
consagração,0,1,0,0,1,0,1,1,0,1
consecutivo,0,0,0,0,0,0,0,0,0,0
consentimento,0,0,0,0,0,0,0,0,0,0
consentindo,0,0,0,0,0,0,0,0,0,0
consequência,0,0,0,0,0,0,0,0,0,0
conseqüente,0,1,0,0,0,0,0,0,0,0
conservação,0,1,0,0,0,0,1,0,0,1
conservadorismo,0,0,0,0,0,0,0,0,0,0
conservador,0,0,0,0,0,0,0,0,0,0
conservatório,0,0,0,0,0,0,0,0,0,0
conservar,0,0,0,0,0,0,1,0,0,0
considerável,0,0,0,0,0,0,1,0,0,0
atencioso,0,0,0,0,0,0,1,0,0,1
consignatário,0,0,0,0,0,0,0,0,0,0
remessa,0,0,0,0,0,0,0,0,0,0
consistência,0,0,0,0,0,0,1,0,0,1
consistente,0,0,0,0,0,0,0,0,0,0
consolação,0,0,0,0,0,0,0,0,0,0
console,0,0,0,0,0,0,1,1,0,0
consolidar,0,0,0,0,0,0,0,0,0,0
consolidação,0,0,0,0,0,0,0,0,0,0
consoante,0,0,0,0,0,0,1,0,0,0
consorte,0,0,0,0,0,0,0,0,0,1
conspícuo,0,0,0,0,0,0,0,0,0,0
conspiração,0,0,0,1,0,0,0,0,0,0
conspirador,1,1,1,1,0,1,0,0,0,0
conspirar,0,0,0,1,0,1,0,0,0,0
polícia,0,0,0,0,0,0,0,0,0,1
constância,0,0,0,0,0,0,1,0,0,1
constante,0,0,0,0,0,0,1,0,0,1
constantemente,0,0,0,0,0,0,0,0,0,1
constelação,0,0,0,0,0,0,0,0,0,0
consternação,1,0,0,1,0,1,0,0,0,0
constipação,0,0,1,0,0,1,0,0,0,0
constituinte,0,0,0,0,0,0,0,0,0,0
constituintes,0,0,0,0,0,0,0,0,0,0
constituir,0,0,0,0,0,0,0,0,0,1
constituição,0,0,0,0,0,0,0,0,0,0
constitucional,0,0,0,0,0,0,1,0,0,1
constitucionalidade,0,0,0,0,0,0,0,0,0,0
restringir,0,0,0,1,0,1,0,0,0,0
constrangido,0,0,0,0,0,1,0,0,0,0
restrição,1,0,0,1,0,1,0,1,0,0
construir,0,0,0,0,0,0,1,0,0,0
construção,0,0,0,0,0,0,0,0,0,0
interpretar,0,0,0,0,0,0,0,0,0,0
cônsul,0,0,0,0,0,0,0,0,0,1
consultar,0,0,0,0,0,0,0,0,0,1
consulta,0,0,0,0,0,0,0,0,0,0
consumir,0,0,0,0,0,0,0,0,0,0
consumindo,0,0,0,0,0,0,0,0,0,0
consumar,0,0,0,0,0,0,1,0,0,0
consumação,0,0,0,0,0,0,0,0,0,0
consumo,0,0,0,0,0,0,0,0,0,0
contato,0,0,0,0,0,0,1,0,0,0
contágio,0,1,1,1,0,1,0,0,0,0
transmissível,0,0,1,1,0,1,0,0,0,0
contenção,0,0,0,0,0,0,0,0,0,0
contaminar,0,0,1,0,0,1,0,0,0,0
contaminado,0,0,1,1,0,1,0,1,0,0
contaminação,0,0,1,0,0,1,0,0,0,0
contemplar,0,0,0,0,0,0,0,0,0,0
contemplação,0,0,0,0,0,0,1,0,0,0
contemplativo,0,0,0,0,0,0,0,0,0,0
contemporâneo,0,0,0,0,0,0,0,0,0,0
contemporâneo,0,0,0,0,0,0,0,0,0,0
desprezo,1,0,1,1,0,1,0,0,0,0
desprezível,1,0,1,0,0,1,0,0,0,0
desdenhoso,1,0,0,0,0,1,0,0,0,0
disputando,0,0,0,0,0,0,0,0,0,0
contente,0,0,0,0,1,0,1,0,0,1
contenção,0,0,0,0,0,0,0,0,0,0
contencioso,1,0,1,1,0,1,0,0,0,0
conteúdo,0,0,0,0,0,0,0,0,0,0
contexto,0,0,0,0,0,0,0,0,0,0
contíguo,0,0,0,0,0,0,0,0,0,0
continência,0,0,0,0,0,0,0,0,0,0
continente,0,0,0,0,0,0,0,0,0,0
continental,0,0,0,0,0,0,0,0,0,0
contingência,0,0,0,0,0,0,0,0,0,0
contingente,0,1,0,0,0,0,0,0,0,0
contínuo,0,0,0,0,0,0,0,0,0,0
continuamente,0,0,0,0,0,0,0,0,0,0
continuidade,0,0,0,0,0,0,0,0,0,0
continuação,0,1,0,0,0,0,0,0,0,0
Prosseguir,0,1,0,0,0,0,1,0,0,1
contínuo,0,0,0,0,0,0,0,0,0,0
continuando,0,0,0,0,0,0,0,0,0,0
continuidade,0,0,0,0,0,0,0,0,0,0
contínuo,0,0,0,0,0,0,0,0,0,0
continuamente,0,0,0,0,0,0,0,0,0,0
contorno,0,0,0,0,0,0,1,0,0,0
contrabando,1,0,1,1,0,1,0,0,0,0
contrato,0,0,0,0,0,0,0,0,0,0
contratado,0,0,0,0,0,1,0,0,0,0
contrátil,0,0,0,0,0,0,0,0,0,0
contratação,0,0,0,0,0,0,0,0,0,0
contração,0,0,0,0,0,0,0,0,0,0
contraditório,1,0,0,0,0,1,0,0,0,0
contradição,0,0,0,0,0,1,0,0,0,0
contraditório,0,0,0,0,0,1,0,0,0,0
contrário,0,0,0,0,0,1,0,0,0,0
contraste,0,0,0,0,0,0,0,0,0,0
contrastado,0,0,0,0,0,1,0,0,0,0
contrariar,0,0,0,0,0,1,0,0,0,0
contravenção,0,0,0,0,0,1,0,0,0,0
contribuir,0,0,0,0,0,0,1,0,0,0
contribuinte,0,0,0,0,0,0,1,0,0,1
inventado,0,0,0,0,0,0,0,0,0,0
ao controle,0,0,0,0,0,0,0,0,0,0
controverso,1,0,0,0,0,1,0,0,0,0
controvérsia,0,0,0,0,0,1,0,0,0,0
dilema,0,0,0,0,0,0,0,0,0,0
convalescente,0,0,0,0,0,0,0,0,0,0
convecção,0,0,0,0,0,0,0,0,0,0
convocar,0,0,0,0,0,0,0,0,0,0
conveniência,0,0,0,0,0,0,1,0,0,0
conveniências,0,0,0,0,0,0,0,0,0,0
conveniente,0,0,0,0,0,0,1,0,0,0
convento,0,0,0,0,0,0,1,0,0,1
convenção,0,0,0,0,0,0,1,0,0,0
convencional,0,0,0,0,0,0,0,0,0,0
convergir,0,0,0,0,0,0,0,0,0,0
convergência,0,1,0,0,0,0,0,0,0,0
convergente,0,0,0,0,0,0,0,0,0,0
familiarizado,0,0,0,0,0,0,1,0,0,0
conversação,0,0,0,0,0,0,0,0,0,0
conversador,0,0,0,0,0,0,1,0,0,0
conversar,0,0,0,0,0,0,0,0,0,0
conversando,0,0,0,0,0,0,0,0,0,0
conversão,0,0,0,0,0,0,0,0,0,0
converter,0,0,0,0,0,0,1,0,0,0
convertido,0,0,0,0,0,0,0,0,0,0
conversível,0,0,0,0,0,0,0,0,0,0
convexo,0,0,0,0,0,0,0,0,0,0
convexidade,0,0,0,0,0,0,0,0,0,0
comunicar,0,0,0,0,0,0,0,0,0,0
transporte,0,0,0,0,0,0,0,0,0,0
transporte,0,0,0,0,0,0,0,0,0,1
condenar,1,0,1,1,0,1,0,1,0,0
convicção,0,0,0,0,0,1,0,0,0,0
convencer,0,1,0,0,0,0,1,0,0,1
convencido,0,0,0,0,0,0,0,0,0,1
convincente,0,0,0,0,0,0,0,0,0,1
convocação,0,0,0,0,0,0,0,0,0,0
complicado,0,0,0,0,0,0,0,0,0,0
convolução,0,0,0,0,0,0,0,0,0,0
comboio,0,0,0,0,0,0,0,0,0,0
coo,0,0,0,0,0,0,0,0,0,0
cozinheiro,0,0,0,0,0,0,0,0,0,0
culinária,0,0,0,0,0,0,0,0,0,0
cozinhando,0,0,0,0,0,0,0,0,0,0
legal,0,0,0,0,0,0,1,0,0,0
resfriador,0,0,0,0,0,0,0,0,0,0
resfriamento,0,0,0,0,0,0,0,0,0,0
frieza,0,0,0,0,0,0,1,0,0,0
galinheiro,1,0,1,0,0,1,0,0,0,0
colaborar,0,0,0,0,0,0,1,0,0,0
cooperando,0,0,0,0,0,0,1,0,0,1
cooperação,0,0,0,0,0,0,1,0,0,1
cooperativo,0,0,0,0,0,0,1,0,0,1
coordenada,0,0,0,0,0,0,0,0,0,0
policial,0,0,0,1,0,0,0,0,0,1
abundante,0,0,0,0,0,0,0,0,0,0
cobre,0,0,0,0,0,0,0,0,0,0
cópia de,0,0,0,0,0,1,0,0,0,0
imitador,1,0,1,0,0,1,0,0,0,0
copiando,0,0,0,0,0,0,0,0,0,0
direito autoral,0,0,0,0,0,0,0,0,0,0
coral,0,0,0,0,0,0,0,0,0,0
cordão,0,0,0,0,0,0,0,0,0,0
cordão,0,0,0,0,0,0,0,0,0,0
veludo cotelê,0,0,0,0,0,0,0,0,0,0
essencial,0,0,0,0,0,0,1,0,0,0
cortiça,0,0,0,0,0,0,0,0,0,0
saca rolhas,0,0,0,0,0,0,0,0,0,0
milho,0,0,0,0,0,0,0,0,0,0
córnea,0,0,0,0,0,0,0,0,0,0
canto,0,0,0,0,0,0,0,0,0,0
corneta,0,0,0,0,0,0,0,0,0,0
cornija,0,0,0,0,0,0,0,0,0,0
amido de milho,0,0,0,0,0,0,0,0,0,0
corolário,0,0,0,0,0,0,0,0,0,0
coroa,0,0,0,0,0,0,0,0,0,0
coroação,0,0,0,0,1,0,1,0,0,1
legista,0,0,0,0,0,1,0,0,0,0
corporal,0,0,0,0,0,1,0,0,0,0
corporativo,0,0,0,0,0,0,0,0,0,0
corporação,0,0,0,0,0,0,1,0,0,1
corpóreo,0,0,0,0,0,0,1,0,0,0
corpo,0,0,0,0,0,0,0,0,0,0
cadáver,0,0,1,0,0,1,0,1,0,0
corpus,0,0,0,0,0,0,0,0,0,0
curral,0,0,0,0,0,0,0,0,0,0
correção,0,0,0,0,0,1,0,0,0,0
corretivo,0,0,0,0,0,0,1,0,0,0
correção,0,0,0,0,0,0,0,0,0,1
correlação,0,0,0,0,0,0,0,0,0,0
correlativo,0,0,0,0,0,0,0,0,0,0
corresponder,0,0,0,0,0,0,0,0,0,0
correspondência,0,1,0,0,0,0,1,0,0,0
correspondente,0,0,0,0,0,0,0,0,0,0
corredor,0,0,0,0,0,0,0,0,0,0
corroborar,0,0,0,0,0,0,1,0,0,1
corroboração,0,0,0,0,0,0,0,0,0,1
corrosão,0,0,0,0,0,1,0,0,0,0
corrosivo,0,0,0,1,0,1,0,0,0,0
corrupto,0,0,0,0,0,1,0,0,0,0
corrompendo,1,0,1,1,0,1,0,1,0,0
corrupção,0,0,1,0,0,1,0,0,0,0
corse,0,0,0,0,0,0,0,1,0,0
espartilho,0,0,0,0,0,0,0,0,0,0
córtex,0,0,0,0,0,0,0,0,0,0
cortical,0,0,0,0,0,0,0,0,0,0
corveta,0,0,0,0,0,0,0,0,0,0
Cosmético,0,0,0,0,0,0,0,0,0,0
cosméticos,0,0,0,0,0,0,0,0,0,0
cósmico,0,0,0,0,0,0,0,0,0,0
cosmologia,0,0,0,0,0,0,0,0,0,0
Cosmopolita,0,0,0,0,0,0,1,0,0,1
cosmos,0,0,0,0,0,0,0,0,0,0
custo,0,0,0,0,0,0,0,0,0,0
dispendioso,0,0,0,0,0,0,0,0,0,0
traje,0,0,0,0,0,0,0,0,0,0
aconchegante,0,0,0,0,0,0,1,0,0,0
berço,0,0,0,0,0,0,0,0,0,0
cote,0,0,0,0,0,0,0,0,0,0
cabana,0,0,0,0,0,0,0,0,0,0
algodão,0,0,0,0,0,0,0,0,0,0
sofá,0,0,0,0,0,0,0,1,0,0
puma,0,0,0,0,0,0,0,0,0,0
tosse,0,0,1,0,0,1,0,0,0,0
conselho,0,1,0,0,0,0,1,0,0,1
conselho,0,0,0,0,0,0,1,0,0,1
conselheiro,1,0,0,1,0,1,0,0,0,1
conselheiro,0,0,0,0,0,0,1,0,0,1
contar,0,0,0,0,0,0,1,0,0,1
contagem regressiva,0,1,0,0,0,0,0,0,0,0
semblante,0,0,0,0,0,0,0,0,0,0
contador,0,0,0,0,0,0,0,0,0,0
contrariar,0,0,0,0,0,0,0,0,0,0
contrabalançar,0,0,0,0,0,0,0,0,0,0
reconvenção,0,0,0,0,0,0,0,0,0,0
contrapartida,0,0,0,0,0,0,0,0,0,0
condessa,0,0,0,0,0,0,1,0,0,0
incontáveis,0,0,0,0,0,0,0,0,0,0
país,0,0,0,0,0,0,0,0,0,0
compatriota,0,0,0,0,0,0,0,0,0,1
conta,0,0,0,0,0,0,0,0,0,0
município,0,0,0,0,0,0,0,0,0,1
golpe,1,0,0,0,0,0,0,0,1,0
casal,0,0,0,0,0,0,0,0,0,0
acoplado,0,0,0,0,0,0,0,0,0,0
cupom,0,0,0,0,0,0,0,0,0,0
coragem,0,0,0,0,0,0,1,0,0,0
corajoso,0,0,0,1,0,0,1,0,0,0
correio,0,0,0,0,0,0,0,0,0,1
cursos,0,0,0,0,0,0,0,0,0,0
correndo,0,0,0,0,0,1,0,0,0,0
quadra,1,1,0,1,0,0,0,0,0,0
cortês,0,0,0,0,0,0,1,0,0,0
cortesia,0,0,0,0,0,0,1,0,0,0
tribunal,0,0,0,0,0,0,0,0,0,0
tribunais,0,0,0,0,0,0,0,0,0,0
namoro,0,1,0,0,1,0,1,0,0,1
pátio,0,0,0,0,0,0,0,0,0,0
enseada,0,1,1,1,1,0,1,0,0,0
pacto,0,0,0,0,0,0,1,0,0,1
cobrir,0,0,0,0,0,0,0,0,0,1
abordado,0,0,0,0,0,0,0,0,0,0
cobertura,0,0,0,0,0,0,0,0,0,0
disfarçado,0,0,0,0,0,0,0,0,0,0
cobiçar,0,0,0,0,0,1,0,0,0,0
vaca,0,0,0,0,0,0,0,0,0,0
covarde,0,0,1,1,0,1,0,1,0,0
covardia,0,0,0,1,0,1,0,0,0,0
covardemente,0,0,0,1,0,1,0,0,0,0
vaqueiro,0,0,0,0,0,0,0,0,0,0
couro,0,0,0,0,0,0,0,0,0,0
capuz,0,0,0,0,0,0,0,0,0,0
colega de trabalho,0,0,0,0,0,0,0,0,0,0
recatado,0,0,0,1,0,0,0,0,0,0
coiote,0,0,0,1,0,0,0,0,0,0
caranguejo,0,0,0,0,0,0,0,0,0,0
rabugento,1,0,0,0,0,1,0,0,0,0
rachadura,0,0,0,0,0,1,0,0,0,0
rachado,1,0,0,1,0,1,0,0,0,0
biscoito,0,0,0,0,0,0,0,0,0,0
quebrando,0,0,0,0,0,1,0,0,0,0
crepitar,0,0,0,0,0,0,0,0,0,0
berço,0,1,0,0,1,0,1,0,0,1
arte,0,0,0,0,0,0,1,0,0,0
artesão,0,0,0,0,0,0,1,0,0,0
astuto,0,0,0,0,0,0,0,0,0,0
craig,0,0,0,0,0,0,0,0,0,0
abarrotado,0,0,0,0,0,0,0,0,0,0
cãibra,0,1,0,0,0,1,0,0,0,0
apertado,0,0,0,0,0,1,0,0,0,0
guindaste,0,0,0,0,0,0,0,0,0,0
crânio,0,0,0,0,0,0,0,0,0,0
manivela,0,0,0,0,0,1,0,0,0,0
irritadiço,1,0,0,0,0,1,0,0,0,0
porcaria,0,0,1,0,0,1,0,0,0,0
craps,0,1,0,0,0,0,0,0,0,0
batida,0,0,0,1,0,1,0,1,1,0
caixote,0,0,0,0,0,0,0,0,0,0
cratera,0,0,0,0,0,0,0,0,0,0
almejar,0,1,0,0,0,0,0,0,0,0
ânsia,0,1,0,0,0,0,0,0,0,0
lagosta,0,0,0,0,0,0,0,0,0,0
engatinhar,0,0,1,0,0,1,0,0,0,0
giz de cera,0,0,0,0,0,0,0,0,0,0
mania,0,0,0,0,0,0,0,0,0,0
enlouquecido,1,0,0,1,0,1,0,0,0,0
louco,1,0,0,1,0,1,0,1,0,0
rangendo,0,0,0,0,0,1,0,0,0,0
creme,0,1,0,0,1,0,1,0,1,0
creme,0,0,0,0,0,0,0,0,0,0
cremoso,0,0,0,0,0,0,0,0,0,0
vinco,0,0,0,0,0,0,0,0,0,0
crio,0,0,0,0,1,0,1,0,0,0
criação,0,0,0,0,0,0,0,0,0,0
criativo,0,0,0,0,0,0,1,0,0,0
O Criador,0,0,0,0,0,0,0,0,0,0
criatura,0,0,1,1,0,1,0,0,0,0
crédito,0,0,0,0,0,0,1,0,0,1
credencial,0,0,0,0,0,0,1,0,0,1
credenciais,0,0,0,0,0,0,0,0,0,0
credibilidade,0,0,0,0,0,0,1,0,0,1
credível,0,0,0,0,0,0,1,0,0,1
crédito,0,0,0,0,0,0,1,0,0,1
digno de crédito,0,0,0,0,0,0,1,0,0,1
creditado,0,0,0,0,0,0,1,0,0,0
creditando,0,0,0,0,0,0,0,0,0,0
credor,0,0,0,0,0,0,0,0,0,0
crença,0,0,0,0,0,0,0,0,0,0
Riacho,0,0,0,0,0,0,0,0,0,0
rastejar,0,0,0,0,0,1,0,0,0,0
rastejante,0,1,0,0,0,0,0,0,0,0
cremação,0,0,0,0,0,0,0,1,0,0
crioulo,0,0,0,0,0,0,0,0,0,0
crescendo,0,1,0,0,1,0,1,0,1,1
crescente,0,0,0,0,0,0,0,0,0,0
fenda,0,0,0,0,0,0,0,0,0,0
equipe técnica,0,0,0,0,0,0,0,0,0,1
berço,0,0,0,0,0,0,0,0,0,0
Grilo,0,0,0,0,0,0,0,0,0,0
crime,1,0,0,0,0,1,0,0,0,0
Criminoso,1,0,1,1,0,1,0,0,0,0
criminalidade,1,0,1,1,0,1,0,0,0,0
crimpagem,0,0,0,0,0,0,0,0,0,0
carmesim,0,0,0,0,0,0,0,0,0,0
Vergonhoso,0,0,1,1,0,1,0,1,0,0
aleijado,0,0,0,1,0,1,0,1,0,0
aleijado,0,0,0,0,0,1,0,1,0,0
crise,0,0,0,0,0,1,0,0,0,0
crocante,0,0,0,0,0,1,0,0,0,1
critério,0,0,0,0,0,0,0,0,0,0
crítico,0,0,0,0,0,1,0,0,0,0
crítica,1,0,0,0,0,1,0,1,0,0
criticar,1,0,1,1,0,1,0,1,0,0
criticar,0,0,0,0,0,0,1,0,0,0
bicho,0,0,1,0,0,0,0,0,0,0
coaxar,0,0,0,0,0,0,0,0,0,0
pote,0,0,0,0,0,0,0,0,0,0
louça,0,0,0,0,0,0,0,0,0,0
crocodilo,0,0,0,1,0,0,0,0,0,0
croft,0,0,0,0,0,0,0,0,0,0
trapaceiro,0,0,0,0,0,1,0,0,0,0
colheita,0,0,0,0,0,0,0,0,0,0
croquete,0,0,0,0,0,0,0,0,0,0
Cruz,1,0,0,1,0,1,0,1,0,0
besta,0,0,0,0,0,0,0,0,0,0
cruzado,0,0,0,0,0,0,0,0,0,0
