word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
κλίνω,0,0,0,0,0,0,0,0,0,0
σύζευξη,0,0,0,0,0,0,0,0,0,0
σύνδεση,0,0,0,0,0,0,0,0,0,0
συνδετικός,0,0,0,0,0,0,0,0,0,0
εξορκίζω,0,1,0,0,0,0,0,0,1,0
παραπλανώντας,0,0,0,0,0,1,0,0,0,0
συνδέω-συωδεομαι,0,0,0,0,0,0,0,0,0,0
συνδεδεμένος,0,0,0,0,0,0,0,0,0,0
σύνδεση,0,0,0,0,0,0,0,0,0,0
συνδετικός,0,0,0,0,0,0,0,0,0,1
γνώστης,0,0,0,0,1,0,1,0,0,1
κατακτώ,0,0,0,0,0,0,0,0,0,0
κατακτητής,0,0,0,0,0,0,0,0,0,0
κατάκτηση,1,0,0,1,0,1,0,0,0,0
συνείδηση,0,0,0,0,0,0,1,0,0,1
ευσυνείδητος,0,0,0,0,0,0,1,0,0,1
συνείδηση,0,0,0,0,0,0,1,0,0,0
στρατολογία,0,0,0,0,0,0,0,0,0,0
καθαγίαση,0,1,0,0,1,0,1,1,0,1
συνεχής,0,0,0,0,0,0,0,0,0,0
συγκατάθεση,0,0,0,0,0,0,0,0,0,0
συναινώντας,0,0,0,0,0,0,0,0,0,0
συνέπεια,0,0,0,0,0,0,0,0,0,0
συνεπής,0,1,0,0,0,0,0,0,0,0
διατήρηση,0,1,0,0,0,0,1,0,0,1
συντηρητισμός,0,0,0,0,0,0,0,0,0,0
συντηρητικός,0,0,0,0,0,0,0,0,0,0
ωδείο,0,0,0,0,0,0,0,0,0,0
συντηρώ,0,0,0,0,0,0,1,0,0,0
σημαντικός,0,0,0,0,0,0,1,0,0,0
διακριτικός,0,0,0,0,0,0,1,0,0,1
παραλήπτης,0,0,0,0,0,0,0,0,0,0
αποστολή,0,0,0,0,0,0,0,0,0,0
συνοχή,0,0,0,0,0,0,1,0,0,1
σταθερός,0,0,0,0,0,0,0,0,0,0
παρηγοριά,0,0,0,0,0,0,0,0,0,0
κονσόλα,0,0,0,0,0,0,1,1,0,0
παγιώνω,0,0,0,0,0,0,0,0,0,0
ενοποίηση,0,0,0,0,0,0,0,0,0,0
σύμφωνο,0,0,0,0,0,0,1,0,0,0
σύζυγος,0,0,0,0,0,0,0,0,0,1
εμφανής,0,0,0,0,0,0,0,0,0,0
συνωμοσία,0,0,0,1,0,0,0,0,0,0
συνωμότης,1,1,1,1,0,1,0,0,0,0
συνωμοτώ,0,0,0,1,0,1,0,0,0,0
αστυφύλακας,0,0,0,0,0,0,0,0,0,1
σταθερότητα,0,0,0,0,0,0,1,0,0,1
συνεχής,0,0,0,0,0,0,1,0,0,1
συνεχώς,0,0,0,0,0,0,0,0,0,1
σχηματισμού,0,0,0,0,0,0,0,0,0,0
κατάπληξη,1,0,0,1,0,1,0,0,0,0
δυσκοιλιότητα,0,0,1,0,0,1,0,0,0,0
ψηφοφόρος,0,0,0,0,0,0,0,0,0,0
συστατικά στοιχεία,0,0,0,0,0,0,0,0,0,0
απαρτίζω,0,0,0,0,0,0,0,0,0,1
σύνταγμα,0,0,0,0,0,0,0,0,0,0
συνταγματικός,0,0,0,0,0,0,1,0,0,1
συνταγματικότητα,0,0,0,0,0,0,0,0,0,0
περιορίζω,0,0,0,1,0,1,0,0,0,0
περιορισμένες,0,0,0,0,0,1,0,0,0,0
περιορισμός,1,0,0,1,0,1,0,1,0,0
κατασκευάσουμε,0,0,0,0,0,0,1,0,0,0
κατασκευή,0,0,0,0,0,0,0,0,0,0
ερμηνεύω,0,0,0,0,0,0,0,0,0,0
πρόξενος,0,0,0,0,0,0,0,0,0,1
συμβουλεύομαι,0,0,0,0,0,0,0,0,0,1
διαβούλευση,0,0,0,0,0,0,0,0,0,0
καταναλώνω,0,0,0,0,0,0,0,0,0,0
καταναλώνοντας,0,0,0,0,0,0,0,0,0,0
τέλειος,0,0,0,0,0,0,1,0,0,0
ολοκλήρωση,0,0,0,0,0,0,0,0,0,0
κατανάλωση,0,0,0,0,0,0,0,0,0,0
Επικοινωνία,0,0,0,0,0,0,1,0,0,0
μετάδοση,0,1,1,1,0,1,0,0,0,0
μεταδοτικός,0,0,1,1,0,1,0,0,0,0
περιορισμός,0,0,0,0,0,0,0,0,0,0
μολύνω,0,0,1,0,0,1,0,0,0,0
μολυσμένο,0,0,1,1,0,1,0,1,0,0
μόλυνση,0,0,1,0,0,1,0,0,0,0
ατενίζω,0,0,0,0,0,0,0,0,0,0
ενατένιση,0,0,0,0,0,0,1,0,0,0
στοχαστικός,0,0,0,0,0,0,0,0,0,0
σύγχρονος,0,0,0,0,0,0,0,0,0,0
σύγχρονος,0,0,0,0,0,0,0,0,0,0
περιφρόνηση,1,0,1,1,0,1,0,0,0,0
ποταπός,1,0,1,0,0,1,0,0,0,0
περιφρονητικός,1,0,0,0,0,1,0,0,0,0
διεκδικώντας,0,0,0,0,0,0,0,0,0,0
περιεχόμενο,0,0,0,0,1,0,1,0,0,1
ισχυρισμός,0,0,0,0,0,0,0,0,0,0
φιλόνικος,1,0,1,1,0,1,0,0,0,0
περιεχόμενα,0,0,0,0,0,0,0,0,0,0
συμφραζόμενα,0,0,0,0,0,0,0,0,0,0
συναφής,0,0,0,0,0,0,0,0,0,0
εγκράτεια,0,0,0,0,0,0,0,0,0,0
Ήπειρος,0,0,0,0,0,0,0,0,0,0
ευρωπαϊκός,0,0,0,0,0,0,0,0,0,0
ενδεχόμενο,0,0,0,0,0,0,0,0,0,0
ενδεχόμενος,0,1,0,0,0,0,0,0,0,0
συνεχής,0,0,0,0,0,0,0,0,0,0
συνεχώς,0,0,0,0,0,0,0,0,0,0
συνέχιση,0,0,0,0,0,0,0,0,0,0
συνέχιση,0,1,0,0,0,0,0,0,0,0
να συνεχίσει,0,1,0,0,0,0,1,0,0,1
συνεχίζεται,0,0,0,0,0,0,0,0,0,0
συνεχίζοντας,0,0,0,0,0,0,0,0,0,0
συνέχεια,0,0,0,0,0,0,0,0,0,0
συνεχής,0,0,0,0,0,0,0,0,0,0
συνεχώς,0,0,0,0,0,0,0,0,0,0
περίγραμμα,0,0,0,0,0,0,1,0,0,0
λαθρεμπόριο,1,0,1,1,0,1,0,0,0,0
σύμβαση,0,0,0,0,0,0,0,0,0,0
συνεσταλμένος,0,0,0,0,0,1,0,0,0,0
συσταλτικός,0,0,0,0,0,0,0,0,0,0
συμβαλλόμενος,0,0,0,0,0,0,0,0,0,0
συστολή,0,0,0,0,0,0,0,0,0,0
διαψεύδω,1,0,0,0,0,1,0,0,0,0
αντίφαση,0,0,0,0,0,1,0,0,0,0
αντιφατικός,0,0,0,0,0,1,0,0,0,0
αντίθετος,0,0,0,0,0,1,0,0,0,0
αντίθεση,0,0,0,0,0,0,0,0,0,0
σε αντίθεση,0,0,0,0,0,1,0,0,0,0
εναντιούμαι,0,0,0,0,0,1,0,0,0,0
παράβαση,0,0,0,0,0,1,0,0,0,0
συνεισφέρουν,0,0,0,0,0,0,1,0,0,0
συνεισφέρων,0,0,0,0,0,0,1,0,0,1
επινοημένος,0,0,0,0,0,0,0,0,0,0
έλεγχος,0,0,0,0,0,0,0,0,0,0
αμφιλεγόμενος,1,0,0,0,0,1,0,0,0,0
αμφισβήτηση,0,0,0,0,0,1,0,0,0,0
αίνιγμα,0,0,0,0,0,0,0,0,0,0
αναρρωνύων,0,0,0,0,0,0,0,0,0,0
μεταγωγή,0,0,0,0,0,0,0,0,0,0
συγκαλώ,0,0,0,0,0,0,0,0,0,0
ευκολία,0,0,0,0,0,0,1,0,0,0
ευκολίες,0,0,0,0,0,0,0,0,0,0
βολικός,0,0,0,0,0,0,1,0,0,0
γυναικεία μονή,0,0,0,0,0,0,1,0,0,1
σύμβαση,0,0,0,0,0,0,1,0,0,0
συμβατικός,0,0,0,0,0,0,0,0,0,0
συγκλίνω,0,0,0,0,0,0,0,0,0,0
σύγκλιση,0,1,0,0,0,0,0,0,0,0
συγκεντρούμενος,0,0,0,0,0,0,0,0,0,0
εντριβής,0,0,0,0,0,0,1,0,0,0
συνομιλία,0,0,0,0,0,0,0,0,0,0
ομιλητικός,0,0,0,0,0,0,1,0,0,0
αντίστροφο,0,0,0,0,0,0,0,0,0,0
συνομιλώντας,0,0,0,0,0,0,0,0,0,0
μετατροπή,0,0,0,0,0,0,0,0,0,0
μετατρέπω,0,0,0,0,0,0,1,0,0,0
έχει μετατραπεί,0,0,0,0,0,0,0,0,0,0
μετατρέψιμος,0,0,0,0,0,0,0,0,0,0
κυρτός,0,0,0,0,0,0,0,0,0,0
κυρτότητα,0,0,0,0,0,0,0,0,0,0
μεταφέρω,0,0,0,0,0,0,0,0,0,0
μεταφορά,0,0,0,0,0,0,0,0,0,0
μεταφέροντας,0,0,0,0,0,0,0,0,0,1
κατάδικος,1,0,1,1,0,1,0,1,0,0
καταδίκη,0,0,0,0,0,1,0,0,0,0
πείθω,0,1,0,0,0,0,1,0,0,1
πεπεισμένος,0,0,0,0,0,0,0,0,0,1
πειστικός,0,0,0,0,0,0,0,0,0,1
σύγκληση,0,0,0,0,0,0,0,0,0,0
Στροβιλίζεται,0,0,0,0,0,0,0,0,0,0
περιελιγμός,0,0,0,0,0,0,0,0,0,0
συνοδεία,0,0,0,0,0,0,0,0,0,0
ερωτολογώ,0,0,0,0,0,0,0,0,0,0
μάγειρας,0,0,0,0,0,0,0,0,0,0
μαγειρική,0,0,0,0,0,0,0,0,0,0
μαγείρεμα,0,0,0,0,0,0,0,0,0,0
δροσερός,0,0,0,0,0,0,1,0,0,0
ψυγείο,0,0,0,0,0,0,0,0,0,0
ψύξη,0,0,0,0,0,0,0,0,0,0
ψυχρότητα,0,0,0,0,0,0,1,0,0,0
κοτέτσι,1,0,1,0,0,1,0,0,0,0
συνεργάζονται,0,0,0,0,0,0,1,0,0,0
συνεργαζόμενοι,0,0,0,0,0,0,1,0,0,1
συνεργασία,0,0,0,0,0,0,1,0,0,1
συνεργατική,0,0,0,0,0,0,1,0,0,1
συντεταγμένη,0,0,0,0,0,0,0,0,0,0
μπάτσος,0,0,0,1,0,0,0,0,0,1
άφθονος,0,0,0,0,0,0,0,0,0,0
χαλκός,0,0,0,0,0,0,0,0,0,0
αντίγραφο,0,0,0,0,0,1,0,0,0,0
αντιγραφή,1,0,1,0,0,1,0,0,0,0
αντιγραφή,0,0,0,0,0,0,0,0,0,0
πνευματική ιδιοκτησία,0,0,0,0,0,0,0,0,0,0
κοράλλι,0,0,0,0,0,0,0,0,0,0
κορδόνι,0,0,0,0,0,0,0,0,0,0
κορδόνι,0,0,0,0,0,0,0,0,0,0
Κοτλέ,0,0,0,0,0,0,0,0,0,0
πυρήνας,0,0,0,0,0,0,1,0,0,0
φελλός,0,0,0,0,0,0,0,0,0,0
τιρμπουσό,0,0,0,0,0,0,0,0,0,0
καλαμπόκι,0,0,0,0,0,0,0,0,0,0
κερατοειδής χιτών,0,0,0,0,0,0,0,0,0,0
γωνία,0,0,0,0,0,0,0,0,0,0
σάλπιγγας,0,0,0,0,0,0,0,0,0,0
κορνίζα,0,0,0,0,0,0,0,0,0,0
άμυλο καλαμποκιού,0,0,0,0,0,0,0,0,0,0
συνέπεια,0,0,0,0,0,0,0,0,0,0
στέμμα,0,0,0,0,0,0,0,0,0,0
στέψη,0,0,0,0,1,0,1,0,0,1
δικαστής ερευνών,0,0,0,0,0,1,0,0,0,0
δεκανέας,0,0,0,0,0,1,0,0,0,0
εταιρικός,0,0,0,0,0,0,0,0,0,0
εταιρεία,0,0,0,0,0,0,1,0,0,1
σωματικός,0,0,0,0,0,0,1,0,0,0
σώμα,0,0,0,0,0,0,0,0,0,0
πτώμα,0,0,1,0,0,1,0,1,0,0
σώμα,0,0,0,0,0,0,0,0,0,0
μαντρί,0,0,0,0,0,0,0,0,0,0
διόρθωση,0,0,0,0,0,1,0,0,0,0
διορθωτικός,0,0,0,0,0,0,1,0,0,0
ορθότητα,0,0,0,0,0,0,0,0,0,1
συσχέτιση,0,0,0,0,0,0,0,0,0,0
συσχετικός,0,0,0,0,0,0,0,0,0,0
ανταποκρίνομαι,0,0,0,0,0,0,0,0,0,0
αλληλογραφία,0,1,0,0,0,0,1,0,0,0
ανταποκριτής,0,0,0,0,0,0,0,0,0,0
διάδρομος,0,0,0,0,0,0,0,0,0,0
ενισχύω,0,0,0,0,0,0,1,0,0,1
επιβεβαίωση,0,0,0,0,0,0,0,0,0,1
διάβρωση,0,0,0,0,0,1,0,0,0,0
διαβρωτικός,0,0,0,1,0,1,0,0,0,0
διεφθαρμένος,0,0,0,0,0,1,0,0,0,0
διαφθείροντας,1,0,1,1,0,1,0,1,0,0
διαφθορά,0,0,1,0,0,1,0,0,0,0
κορμός,0,0,0,0,0,0,0,1,0,0
κορσές,0,0,0,0,0,0,0,0,0,0
φλοιός,0,0,0,0,0,0,0,0,0,0
φλοιώδης,0,0,0,0,0,0,0,0,0,0
κορβέτα,0,0,0,0,0,0,0,0,0,0
καλλυντικό,0,0,0,0,0,0,0,0,0,0
καλλυντικά,0,0,0,0,0,0,0,0,0,0
κοσμικός,0,0,0,0,0,0,0,0,0,0
κοσμολογία,0,0,0,0,0,0,0,0,0,0
κοσμοπολίτικος,0,0,0,0,0,0,1,0,0,1
σύμπαν,0,0,0,0,0,0,0,0,0,0
κόστος,0,0,0,0,0,0,0,0,0,0
δαπανηρός,0,0,0,0,0,0,0,0,0,0
ενδυμασία,0,0,0,0,0,0,0,0,0,0
ζεστός,0,0,0,0,0,0,1,0,0,0
κρεβατάκι,0,0,0,0,0,0,0,0,0,0
μάνδρα για ζώα,0,0,0,0,0,0,0,0,0,0
εξοχικό σπίτι,0,0,0,0,0,0,0,0,0,0
βαμβάκι,0,0,0,0,0,0,0,0,0,0
καναπές,0,0,0,0,0,0,0,1,0,0
ορεινός λέων,0,0,0,0,0,0,0,0,0,0
βήχας,0,0,1,0,0,1,0,0,0,0
συμβούλιο,0,1,0,0,0,0,1,0,0,1
ο ΣΥΝΗΓΟΡΟΣ,0,0,0,0,0,0,1,0,0,1
σύμβουλος,1,0,0,1,0,1,0,0,0,1
σύμβουλος,0,0,0,0,0,0,1,0,0,1
μετρώ,0,0,0,0,0,0,1,0,0,1
αντίστροφη μέτρηση,0,1,0,0,0,0,0,0,0,0
όψη,0,0,0,0,0,0,0,0,0,0
μετρητής,0,0,0,0,0,0,0,0,0,0
αντενεργώ,0,0,0,0,0,0,0,0,0,0
αντίβαρο,0,0,0,0,0,0,0,0,0,0
ανταπαίτηση,0,0,0,0,0,0,0,0,0,0
αντίστοιχος,0,0,0,0,0,0,0,0,0,0
κόμισσα,0,0,0,0,0,0,1,0,0,0
αμέτρητος,0,0,0,0,0,0,0,0,0,0
Χώρα,0,0,0,0,0,0,0,0,0,0
συμπατριώτης,0,0,0,0,0,0,0,0,0,1
μετράει,0,0,0,0,0,0,0,0,0,0
κομητεία,0,0,0,0,0,0,0,0,0,1
πραξικόπημα,1,0,0,0,0,0,0,0,1,0
ζευγάρι,0,0,0,0,0,0,0,0,0,0
συζευγμένο,0,0,0,0,0,0,0,0,0,0
κουπόνι,0,0,0,0,0,0,0,0,0,0
θάρρος,0,0,0,0,0,0,1,0,0,0
θαρραλέος,0,0,0,1,0,0,1,0,0,0
μεταφορέας,0,0,0,0,0,0,0,0,0,1
ΚΥΚΛΟΣ ΜΑΘΗΜΑΤΩΝ,0,0,0,0,0,0,0,0,0,0
μαθημάτων,0,0,0,0,0,1,0,0,0,0
δικαστήριο,1,1,0,1,0,0,0,0,0,0
ευγενής,0,0,0,0,0,0,1,0,0,0
ευγένεια,0,0,0,0,0,0,1,0,0,0
δικαστήριο,0,0,0,0,0,0,0,0,0,0
δικαστήρια,0,0,0,0,0,0,0,0,0,0
ερωτοτροπία,0,1,0,0,1,0,1,0,0,1
αυλή,0,0,0,0,0,0,0,0,0,0
λιμανάκι,0,1,1,1,1,0,1,0,0,0
σύμφωνο,0,0,0,0,0,0,1,0,0,1
κάλυμμα,0,0,0,0,0,0,0,0,0,1
σκεπαστός,0,0,0,0,0,0,0,0,0,0
κάλυμμα,0,0,0,0,0,0,0,0,0,0
συγκαλυμμένος,0,0,0,0,0,0,0,0,0,0
επιθυμώ,0,0,0,0,0,1,0,0,0,0
αγελάδα,0,0,0,0,0,0,0,0,0,0
δειλός,0,0,1,1,0,1,0,1,0,0
δειλία,0,0,0,1,0,1,0,0,0,0
δειλά,0,0,0,1,0,1,0,0,0,0
καουμπόη,0,0,0,0,0,0,0,0,0,0
βακέτα,0,0,0,0,0,0,0,0,0,0
κουκούλα,0,0,0,0,0,0,0,0,0,0
συνεργάτης,0,0,0,0,0,0,0,0,0,0
ντροπαλός,0,0,0,1,0,0,0,0,0,0
λύκος της Βόρειας Αμερικής,0,0,0,1,0,0,0,0,0,0
Κάβουρας,0,0,0,0,0,0,0,0,0,0
καβούρι,1,0,0,0,0,1,0,0,0,0
ρωγμή,0,0,0,0,0,1,0,0,0,0
Ραγισμένο,1,0,0,1,0,1,0,0,0,0
παξιμάδι,0,0,0,0,0,0,0,0,0,0
ράγισμα,0,0,0,0,0,1,0,0,0,0
κροτάλισμα,0,0,0,0,0,0,0,0,0,0
κούνια,0,1,0,0,1,0,1,0,0,1
σκάφος,0,0,0,0,0,0,1,0,0,0
τεχνίτης,0,0,0,0,0,0,1,0,0,0
μάγκας,0,0,0,0,0,0,0,0,0,0
Κρεγκ,0,0,0,0,0,0,0,0,0,0
στριμωγμένος,0,0,0,0,0,0,0,0,0,0
κράμπα,0,1,0,0,0,1,0,0,0,0
πυκνός,0,0,0,0,0,1,0,0,0,0
γερανός,0,0,0,0,0,0,0,0,0,0
κρανίο,0,0,0,0,0,0,0,0,0,0
μανιβέλα,0,0,0,0,0,1,0,0,0,0
εκκεντρικός,1,0,0,0,0,1,0,0,0,0
σκατά,0,0,1,0,0,1,0,0,0,0
ζάρια,0,1,0,0,0,0,0,0,0,0
σύγκρουση,0,0,0,1,0,1,0,1,1,0
σακαράκα,0,0,0,0,0,0,0,0,0,0
κρατήρας,0,0,0,0,0,0,0,0,0,0
εκλιπαρώ,0,1,0,0,0,0,0,0,0,0
λαχτάρα,0,1,0,0,0,0,0,0,0,0
καραβίδα,0,0,0,0,0,0,0,0,0,0
αργή πορεία,0,0,1,0,0,1,0,0,0,0
κραγιόνια,0,0,0,0,0,0,0,0,0,0
τρέλα,0,0,0,0,0,0,0,0,0,0
τρελαμένοι,1,0,0,1,0,1,0,0,0,0
τρελός,1,0,0,1,0,1,0,1,0,0
τρίζοντας,0,0,0,0,0,1,0,0,0,0
κρέμα,0,1,0,0,1,0,1,0,1,0
δοχείο κρέμας,0,0,0,0,0,0,0,0,0,0
αφρογαλακτώδης,0,0,0,0,0,0,0,0,0,0
πτυχή,0,0,0,0,0,0,0,0,0,0
δημιουργώ,0,0,0,0,1,0,1,0,0,0
δημιουργία,0,0,0,0,0,0,0,0,0,0
δημιουργικός,0,0,0,0,0,0,1,0,0,0
δημιουργός,0,0,0,0,0,0,0,0,0,0
πλάσμα,0,0,1,1,0,1,0,0,0,0
πίστη,0,0,0,0,0,0,1,0,0,1
πιστοποιητικό,0,0,0,0,0,0,1,0,0,1
διαπιστευτήρια,0,0,0,0,0,0,0,0,0,0
αξιοπιστία,0,0,0,0,0,0,1,0,0,1
αξιόπιστος,0,0,0,0,0,0,1,0,0,1
πίστωση,0,0,0,0,0,0,1,0,0,1
αξιόπιστος,0,0,0,0,0,0,1,0,0,1
πιστώνεται,0,0,0,0,0,0,1,0,0,0
πίστωση,0,0,0,0,0,0,0,0,0,0
πιστωτής,0,0,0,0,0,0,0,0,0,0
θρήσκευμα,0,0,0,0,0,0,0,0,0,0
ποταμάκι,0,0,0,0,0,0,0,0,0,0
ανατριχιάζω,0,0,0,0,0,1,0,0,0,0
έρπουσα,0,1,0,0,0,0,0,0,0,0
αποτέφρωση,0,0,0,0,0,0,0,1,0,0
κρεολός,0,0,0,0,0,0,0,0,0,0
αυξάνων τόνος,0,1,0,0,1,0,1,0,1,1
ημισέληνος,0,0,0,0,0,0,0,0,0,0
ρωγμή,0,0,0,0,0,0,0,0,0,0
πλήρωμα,0,0,0,0,0,0,0,0,0,1
παχνί,0,0,0,0,0,0,0,0,0,0
κρίκετ,0,0,0,0,0,0,0,0,0,0
έγκλημα,1,0,0,0,0,1,0,0,0,0
εγκληματίας,1,0,1,1,0,1,0,0,0,0
εγκληματικότητα,1,0,1,1,0,1,0,0,0,0
τσακίζω,0,0,0,0,0,0,0,0,0,0
βυσσινί,0,0,0,0,0,0,0,0,0,0
μαζεύομαι,0,0,1,1,0,1,0,1,0,0
σακατεύω,0,0,0,1,0,1,0,1,0,0
ανάπηρος,0,0,0,0,0,1,0,1,0,0
κρίση,0,0,0,0,0,1,0,0,0,0
τραγανός,0,0,0,0,0,1,0,0,0,1
κριτήριο,0,0,0,0,0,0,0,0,0,0
κριτικός,0,0,0,0,0,1,0,0,0,0
κριτική,1,0,0,0,0,1,0,1,0,0
κριτικάρω,1,0,1,1,0,1,0,1,0,0
κριτική,0,0,0,0,0,0,1,0,0,0
πλάσμα,0,0,1,0,0,0,0,0,0,0
γκρινιάζω,0,0,0,0,0,0,0,0,0,0
σταμνί,0,0,0,0,0,0,0,0,0,0
πιάτα,0,0,0,0,0,0,0,0,0,0
κροκόδειλος,0,0,0,1,0,0,0,0,0,0
αγρόκτημα,0,0,0,0,0,0,0,0,0,0
απατεώνας,0,0,0,0,0,1,0,0,0,0
καλλιέργεια,0,0,0,0,0,0,0,0,0,0
κροκέ,0,0,0,0,0,0,0,0,0,0
σταυρός,1,0,0,1,0,1,0,1,0,0
Βαλλίστρα,0,0,0,0,0,0,0,0,0,0
σταυρωμένα,0,0,0,0,0,0,0,0,0,0
διάβαση,0,0,0,0,0,0,0,0,0,0
καβάλος,0,0,0,0,0,0,0,0,0,0
ζαρώνω,0,0,0,1,0,0,0,0,0,0
σκυμμένος,0,0,0,0,0,0,0,0,0,0
σκύβοντας,0,0,0,1,0,1,0,0,0,0
κρουπιέρης,0,0,0,0,0,0,0,0,0,0
κοράκι,0,0,0,0,0,0,0,0,0,0
πλήθος,0,0,0,0,0,0,0,0,0,0
γεματο κοσμο,0,0,0,0,0,0,0,0,0,0
στέμμα,0,0,0,0,0,0,0,0,0,0
στέψη,0,1,0,0,1,0,1,0,1,1
κρίσιμος,0,0,0,0,0,0,1,0,0,1
σταυρωτά,0,0,0,0,0,1,0,0,0,0
σταυρός,0,0,0,0,0,0,0,0,0,0
σταύρωση,1,0,1,1,0,1,0,1,0,0
ακατέργαστος,0,0,1,0,0,1,0,0,0,0
σκληρός,1,0,1,1,0,1,0,1,0,0
σκληρά,1,0,0,1,0,1,0,0,0,0
σκληρότητα,1,0,1,1,0,1,0,1,0,0
κρουαζιέρα,0,0,0,0,0,0,0,0,0,0
καταδρομικό,0,0,0,0,0,0,0,0,0,0
ψίχα,0,0,0,0,0,0,0,0,0,0
θρυμματισμός,0,0,0,0,0,1,0,1,0,0
τραγάνισμα,1,0,0,0,0,1,0,0,0,0
σταυροφορία,1,0,0,1,0,1,0,0,0,0
συντριβή,0,0,0,0,0,0,0,0,0,0
συνθλίβονται,1,0,1,1,0,1,0,1,0,0
συντριπτικός,1,0,1,1,0,1,0,0,0,0
κρούστα,0,0,0,0,0,0,0,0,0,0
κακότροπος,0,0,1,0,0,1,0,0,0,0
δεκανίκι,0,0,0,0,0,0,0,0,0,0
κόμπος,0,0,0,0,0,0,0,0,0,0
κραυγή,0,0,0,0,0,1,0,1,0,0
κλαίων,0,0,0,0,0,1,0,1,0,0
κρύπτη,0,0,0,1,0,1,0,1,0,0
αινιγματικός,0,0,0,0,0,0,0,0,0,0
κρυπτογράφηση,0,0,0,0,0,0,0,0,0,0
κρύσταλλο,0,0,0,0,0,0,1,0,0,0
κρυστάλλινος,0,0,0,0,0,0,0,0,0,0
αποκρυστάλλωση,0,0,0,0,0,0,0,0,0,0
νεογνό ζώου,0,0,0,0,0,0,0,0,0,0
κύβος,0,0,0,0,0,0,0,0,0,1
μικρό δωμάτιο,0,0,0,0,0,0,0,0,0,0
κερατάς,0,0,1,0,0,1,0,0,0,0
κούκος,0,0,0,0,0,1,0,0,0,0
αγκαλιάζω,0,0,0,0,1,0,1,0,0,1
σύνθημα,0,1,0,0,0,0,0,0,0,0
σφαλιάρα,0,0,0,0,0,0,0,0,0,0
κουζίνα,0,0,0,0,0,0,0,0,0,0
μαγειρικός,0,0,0,0,0,0,1,0,0,1
εκλογή,0,0,0,0,0,1,0,0,0,0
αποκορυφώνομαι,0,0,0,0,0,0,0,0,0,0
αποκορύφωμα,0,0,0,0,0,0,1,0,0,0
ενοχή,0,0,0,0,0,1,0,0,0,0
υπαίτιος,0,0,0,0,0,1,0,0,0,0
ένοχος,0,0,0,0,0,1,0,0,0,0
λατρεία,0,0,0,1,0,1,0,0,0,0
καλλιεργώ,0,1,0,0,0,0,1,0,0,1
καλλιεργημένος,0,0,0,0,0,0,1,0,0,0
καλλιέργεια,0,0,0,0,0,0,1,0,0,0
Πολιτισμός,0,0,0,0,0,0,1,0,0,0
υπόγειος οχετός,0,0,0,0,0,0,0,0,0,0
δυσκίνητος,0,0,0,0,0,1,0,1,0,0
πυκνό σύννεφο,0,0,0,0,0,0,0,0,0,0
πονηριά,0,0,0,0,0,1,1,0,0,0
φλιτζάνι,0,0,0,0,0,0,0,0,0,0
ντουλάπι,0,0,0,0,0,0,0,0,0,0
βεντούζα,0,0,1,1,0,1,0,1,0,0
κοπρίτης,1,0,1,1,0,1,0,0,0,0
θεραπεύσιμος,0,0,0,0,0,0,1,0,0,1
βοηθός ιερέα,0,0,0,0,0,0,0,0,0,0
θεραπευτικός,0,0,0,0,0,0,0,0,0,0
έφορος,0,0,0,0,0,0,0,0,0,0
χαλιναγώγηση,0,0,0,0,0,0,0,0,0,0
γιαούρτι,0,0,0,0,0,0,0,0,0,0
απαγόρευση της κυκλοφορίας,0,0,0,0,0,0,0,0,0,0
περιέργεια,0,1,0,0,0,0,1,0,1,0
μπούκλα,0,0,0,0,0,0,1,0,0,0
κέρλινγκ,0,0,0,0,0,0,0,0,0,0
νόμισμα,0,0,0,0,0,0,0,0,0,0
ρεύμα,0,0,0,0,0,0,0,0,0,0
διδακτέα ύλη,0,0,0,0,0,0,0,0,0,0
κάρι,0,0,0,0,0,0,0,0,0,0
κατάρα,1,0,1,1,0,1,0,1,0,0
καταραμένος,1,0,0,1,0,1,0,1,0,0
βρίζοντας,1,0,1,0,0,1,0,0,0,0
βιαστικός,0,0,0,0,0,1,0,0,0,0
απότομος,0,0,0,0,0,0,0,0,0,0
περικόπτω,0,0,0,0,0,0,0,0,0,0
περικοπή,0,0,0,0,0,0,0,0,0,0
κουρτίνα,0,0,0,0,0,0,0,0,0,0
καμπυλότητα,0,0,0,0,0,0,0,0,0,0
καμπύλη,0,0,0,0,0,0,0,0,0,0
κυρτός,0,0,0,0,0,0,0,0,0,0
καμπυλόγραμμος,0,0,0,0,0,0,0,0,0,0
μαξιλάρι,0,0,0,0,0,0,1,0,0,0
οξύ άκρο,0,0,0,0,0,0,0,0,0,0
πεισματάρης,1,0,0,0,0,0,0,0,0,0
φύλακας,0,0,0,0,0,0,0,0,0,1
επιμέλεια,0,0,0,0,0,0,0,0,0,1
έθιμο,0,0,0,0,0,0,0,0,0,0
συνήθης,0,0,0,0,0,0,0,0,0,0
πελάτης,0,0,0,0,0,0,1,0,0,0
Τομή,0,0,0,0,0,0,0,0,0,0
δερματικός,0,0,0,0,0,0,0,0,0,0
χαριτωμένος,0,0,0,0,0,0,1,0,0,0
επιδερμίδα,0,0,0,0,0,0,0,0,0,0
μαχαιρικά είδη,0,0,0,0,0,0,0,0,0,0
